word_index,word,senses,gold_image,gold_sense,ambiguous_sentence
1429,correspondent,"{""noun_senses"": [""someone who communicates by means of letters"", ""a journalist employed to provide news stories for newspapers or broadcast media""]}",image.9228.jpg,2,"The investigation relied on the correspondent's information."
1430,keyboard,"{""noun_senses"": [""device consisting of a set of keys on a piano or organ or typewriter or typesetting machine or computer or the like"", ""holder consisting of an arrangement of hooks on which keys or locks can be hung""]}",image.11545.jpg,1,"Arranging everything around the keyboard proved effective."
1432,indicator,"{""noun_senses"": [""a number or ratio (a value on a scale of measurement) derived from a series of observed facts; can reveal relative changes as a function of time"", ""a signal for attracting attention"", ""a device for showing the operating condition of some system"", ""(chemistry) a substance that changes color to indicate the presence of some ion or substance; can be used to indicate the completion of a chemical reaction or (in medicine) to test for a particular reaction""]}",image.2269.jpg,1,"The measurement proved a crucial indicator, despite initial skepticism."
1437,jacks,"{""noun_senses"": [""a game in which jackstones are thrown and picked up in various groups between bounces of a small rubber ball"", ""a small worthless amount"", ""a man who serves as a sailor"", ""someone who works with their hands; someone engaged in manual labor"", ""immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted"", ""a small ball at which players aim in lawn bowling"", ""an electrical device consisting of a connector socket designed for the insertion of a plug"", ""game equipment consisting of one of several small six-pointed metal pieces that are picked up while bouncing a ball in the game of jacks"", ""small flag indicating a ship's nationality"", ""one of four face cards in a deck bearing a picture of a young prince"", ""tool for exerting pressure or lifting"", ""any of several fast-swimming predacious fishes of tropical to warm temperate seas"", ""male donkey""]}",image.7405.jpg,1,"He spent the afternoon with jacks."
1443,adder,"{""noun_senses"": [""a person who adds numbers"", ""a machine that adds numbers"", ""small terrestrial viper common in northern Eurasia""]}",image.11589.jpg,3,"He found the adder near the ledger."
1444,waiter,"{""noun_senses"": [""a person whose occupation is to serve at table (as in a restaurant)"", ""a person who waits or awaits""]}",image.3379.jpg,2,"The waiter seemed anxious about the delivery."
1453,deactivation,"{""noun_senses"": [""breaking up a military unit (by transfers or discharges)"", ""the act of deactivating or making ineffective (as a bomb)""]}",image.11608.jpg,2,"The situation required immediate deactivation."
1457,gallery,"{""noun_senses"": [""spectators at a golf or tennis match"", ""a porch along the outside of a building (sometimes partly enclosed)"", ""a room or series of rooms where works of art are exhibited"", ""a long usually narrow room used for some specific purpose"", ""a covered corridor (especially one extending along the wall of a building and supported with arches or columns)"", ""narrow recessed balcony area along an upper floor on the interior of a building; usually marked by a colonnade"", ""a horizontal (or nearly horizontal) passageway in a mine""]}",image.282.jpg,3,"The lines stretched back from the gallery, and everyone watched with anticipation."
1459,wait,"{""verb_senses"": [""stay in one place and anticipate or expect something"", ""wait before acting"", ""look forward to the probable occurrence of"", ""serve as a waiter or waitress in a restaurant""]}",image.9202.jpg,1,"We wait for the signal."
1465,fan,"{""noun_senses"": [""a device for creating a current of air by movement of a surface or surfaces"", ""an enthusiastic devotee of sports"", ""an ardent follower and admirer""]}",image.11657.jpg,1,"She needed fans in the auditorium."
1473,automaton,"{""noun_senses"": [""someone who acts or responds in a mechanical or apathetic way"", ""a mechanism that can move automatically""]}",image.4268.jpg,2,"The automaton worked tirelessly."
1476,muskmelon,"{""noun_senses"": [""any of several varieties of vine whose fruit has a netted rind and edible flesh and a musky smell"", ""the fruit of a muskmelon vine; any of several sweet melons related to cucumbers""]}",image.2199.jpg,1,"The muskmelon's growth was surprisingly vigorous this year."
1480,trainer,"{""noun_senses"": [""one who trains other persons or animals"", ""simulator consisting of a machine on the ground that simulates the conditions of flying a plane""]}",image.5386.jpg,1,"The trainer helped improve his performance as a pilot."
1492,cable,"{""noun_senses"": [""a telegram sent abroad"", ""a conductor for transmitting electrical or optical signals or electric power"", ""a very strong thick rope made of twisted hemp or steel wire"", ""a nautical unit of depth"", ""television that is transmitted over cable directly to the receiver"", ""a television system that transmits over cables""]}",image.10641.jpg,3,"The foreman ordered a new cable for the rig."
1494,shock,"{""noun_senses"": [""the feeling of distress and disbelief that you have when something bad happens accidentally"", ""the violent interaction of individuals or groups entering into combat"", ""a reflex response to the passage of electric current through the body"", ""(pathology) bodily collapse or near collapse caused by inadequate oxygen delivery to the cells; characterized by reduced cardiac output and rapid heartbeat and circulatory insufficiency and pallor"", ""an instance of agitation of the earth's crust"", ""an unpleasant or disappointing surprise"", ""a pile of sheaves of grain set on end in a field to dry; stalks of Indian corn set up in a field"", ""a bushy thick mass (especially hair)"", ""a sudden jarring impact"", ""a mechanical damper; absorbs energy of sudden impulses""]}",image.4554.jpg,1,"The announcement during the ceremony was a shock."
1495,transmission,"{""noun_senses"": [""the act of sending a message; causing a message to be transmitted"", ""communication by means of transmitted signals"", ""the fraction of radiant energy that passes through a substance"", ""an incident in which an infectious disease is transmitted"", ""the gears that transmit power from an automobile engine via the driveshaft to the live axle""]}",image.8226.jpg,1,"The report's transmission followed the arrival of several emergency vehicles."
1498,spinet,"{""noun_senses"": [""a small and compactly built upright piano"", ""early model harpsichord with only one string per note""]}",image.11773.jpg,2,"The spinet sounded delicate in the large hall."
1517,mackintosh,"{""noun_senses"": [""a lightweight waterproof (usually rubberized) fabric"", ""a waterproof raincoat made of rubberized fabric""]}",image.944.jpg,2,"The tailor discussed the durability of the mackintosh."
1519,sew,"{""verb_senses"": [""fasten by sewing; do needlework"", ""create (clothes) with cloth""]}",image.8094.jpg,2,"He decided to sew the jacket himself."
1535,cuckoo,"{""noun_senses"": [""a man who is a stupid incompetent fool"", ""any of numerous European and North American birds having pointed wings and a long tail""]}",image.3000.jpg,2,"A cuckoo appeared in the garden and behaved oddly."
1538,conga,"{""noun_senses"": [""music composed for dancing the conga"", ""a Latin American dance of 3 steps and a kick by people in single file""]}",image.11905.jpg,2,"We enjoyed the lively conga in the square."
1539,condominium,"{""noun_senses"": [""one of the dwelling units in a condominium"", ""housing consisting of a complex of dwelling units (as an apartment house) in which each unit is individually owned""]}",image.7653.jpg,2,"The condominium’s view was spectacular."
1543,broadside,"{""noun_senses"": [""an advertisement (usually printed on a page or in a leaflet) intended for wide distribution"", ""a speech of violent denunciation"", ""all of the armament that is fired from one side of a warship"", ""the whole side of a vessel from stem to stern"", ""the simultaneous firing of all the armament on one side of a warship""]}",image.9956.jpg,5,"The fleet responded with a broadside to silence the dissent."
1550,forehead,"{""noun_senses"": [""the part of the face above the eyes"", ""the large cranial bone forming the front part of the cranium: includes the upper part of the orbits""]}",image.11937.jpg,1,"The forehead was damaged during the incident."
1558,gear,"{""noun_senses"": [""a toothed wheel that engages another toothed mechanism in order to change the speed or direction of transmitted motion"", ""wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed"", ""a mechanism for transmitting motion for some specific purpose (as the steering gear of a vehicle)"", ""equipment consisting of miscellaneous articles needed for a particular operation or sport etc.""]}",image.6061.jpg,2,"Maintaining the smooth flow required careful attention to the gear."
1573,evaporate,"{""verb_senses"": [""lose or cause to lose liquid by vaporization leaving a more concentrated residue"", ""cause to change into a vapor"", ""change into a vapor"", ""become less intense and fade away gradually""]}",image.5102.jpg,3,"The scent of lavender seemed to evaporate with the setting sun."
1579,macadam,"{""noun_senses"": [""broken stone used in macadamized roadways"", ""a paved surface having compressed layers of broken rocks held together with tar""]}",image.164.jpg,2,"Replacement of the macadam improved traffic flow."
1583,epitaph,"{""noun_senses"": [""an inscription on a tombstone or monument in memory of the person buried there"", ""a summary statement of commemoration for a dead person""]}",image.3337.jpg,1,"The memorial served as a fitting epitaph."
1584,treacle,"{""noun_senses"": [""a pale cane syrup"", ""writing or music that is excessively sweet and sentimental""]}",image.6124.jpg,1,"The performance benefited from a generous use of treacle, but some critics found it excessive."
1593,packrat,"{""noun_senses"": [""a collector of miscellaneous useless objects"", ""any of several bushy-tailed rodents of the genus Neotoma of western North America; hoards food and other objects""]}",image.3433.jpg,2,"Everyone was surprised by what the packrat had stored under the porch."
1594,bronze,"{""verb_senses"": [""give the color and appearance of bronze to something"", ""get a tan, from wind or sun""]}",image.12065.jpg,2,"The skin bronze under the late afternoon light."
1598,gastronomy,"{""noun_senses"": [""a particular style of cookery (as of a region)"", ""the art and practice of choosing and preparing and eating good food""]}",image.12075.jpg,2,"His appreciation of gastronomy was deeply rooted in his travels."
1601,worm,"{""noun_senses"": [""any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae"", ""a person who has a nasty or unethical character undeserving of respect"", ""a software program capable of reproducing itself that can spread from one computer to the next over a network"", ""screw thread on a gear with the teeth of a worm wheel or rack""]}",image.10702.jpg,1,"A worm turned up unexpectedly during the renovation of the old garden."
1605,confront,"{""verb_senses"": [""oppose, as in hostility or a competition"", ""deal with (something unpleasant) head on"", ""present somebody with something, usually to accuse or criticize"", ""be face to face with""]}",image.3914.jpg,1,"The leader will confront the issues during the summit."
1608,throstle,"{""noun_senses"": [""a spinning machine formerly used to twist and wind fibers of cotton or wool continuously"", ""common Old World thrush noted for its song""]}",image.3085.jpg,2,"The steady rhythm of the throstle echoed through the valley as the day's labor commenced."
1610,hardware,"{""noun_senses"": [""major items of military weaponry (as tanks or missile)"", ""instrumentalities (tools or implements) made of metal"", ""(computer science) the mechanical, magnetic, electronic, and electrical components making up a computer system""]}",image.8435.jpg,3,"Maintaining the hardware was critical to their operational capability."
1611,waders,"{""noun_senses"": [""waterproof hip boots (sometimes extending to the chest) worn by anglers"", ""any of many long-legged birds that wade in water in search of food""]}",image.2975.jpg,1,"We spotted waders in the distance."
1637,attack,"{""verb_senses"": [""launch an attack or assault on; begin hostilities or start warfare with"", ""attack in speech or writing"", ""take the initiative and go on the offensive"", ""attack someone physically or emotionally"", ""set to work upon; turn one's energies vigorously to a task"", ""begin to injure""]}",image.7491.jpg,1,"The leader instructed the group to attack the position."
1640,call,"{""noun_senses"": [""a telephone connection"", ""a special disposition (as if from a divine source) to pursue a particular course"", ""a loud utterance; often in protest or opposition"", ""a demand especially in the phrase"", ""the characteristic sound produced by a bird"", ""a brief social visit"", ""a demand by a broker that a customer deposit enough to bring his margin up to the minimum requirement"", ""a demand for a show of hands in a card game"", ""a request"", ""an instruction that interrupts the program being executed"", ""a visit in an official or professional capacity"", ""(sports) the decision made by an umpire or referee"", ""the option to buy a given stock (or stock index or commodity future) at a given price before a given date""]}",image.5660.jpg,5,"After a long silence, she heard a call, and knew she had to go."
1642,wafer,"{""noun_senses"": [""a small adhesive disk of paste; used to seal letters"", ""a small thin crisp cake or cookie"", ""thin disk of unleavened bread used in a religious service (especially in the celebration of the Eucharist)""]}",image.12204.jpg,2,"The package contained wafers."
1643,monitor,"{""noun_senses"": [""someone who supervises (an examination)"", ""someone who gives a warning so that a mistake can be avoided"", ""an ironclad vessel built by Federal forces to do battle with the Merrimac"", ""display produced by a device that takes signals and displays them on a television screen or a computer monitor"", ""electronic equipment that is used to check the quality or content of electronic transmissions"", ""a piece of electronic equipment that keeps track of the operation of a system continuously and warns of trouble"", ""any of various large tropical carnivorous lizards of Africa and Asia and Australia; fabled to warn of crocodiles""]}",image.9548.jpg,4,"The data suggested from the monitor was concerning, and someone needed to address it immediately."
1651,mist,"{""verb_senses"": [""become covered with mist"", ""make less visible or unclear"", ""spray finely or cover with mist""]}",image.4364.jpg,1,"The fields mist with the early fog."
1656,blow,"{""verb_senses"": [""exhale hard"", ""be blowing or storming"", ""free of obstruction by blowing air through"", ""be in motion due to some air or water current"", ""make a sound as if blown"", ""shape by blowing"", ""make a mess of, destroy or ruin"", ""spend thoughtlessly; throw away"", ""spend lavishly or wastefully on"", ""sound by having air expelled through a tube"", ""play or sound a wind instrument"", ""provide sexual gratification through oral stimulation"", ""cause air to go in, on, or through"", ""cause to move by means of an air current"", ""spout moist air from the blowhole"", ""leave; informal or rude"", ""lay eggs"", ""cause to be revealed and jeopardized"", ""show off"", ""allow to regain its breath"", ""melt, break, or become otherwise unusable"", ""burst suddenly""]}",image.5387.jpg,11,"she began to blow, and the room filled with a joyful energy."
1658,spatula,"{""noun_senses"": [""a turner with a narrow flexible blade"", ""a hand tool with a thin flexible blade used to mix or spread soft substances""]}",image.7271.jpg,1,"She needed spatula to finish the project quickly."
1666,snapper,"{""noun_senses"": [""(football) the person who plays center on the line of scrimmage and snaps the ball to the quarterback"", ""flesh of any of various important food fishes of warm seas"", ""a party favor consisting of a paper roll (usually containing candy or a small favor) that pops when pulled at both ends"", ""Australian food fish having a pinkish body with blue spots"", ""any of several large sharp-toothed marine food and sport fishes of the family Lutjanidae of mainly tropical coastal waters"", ""large-headed turtle with powerful hooked jaws found in or near water; prone to bite""]}",image.6239.jpg,6,"I saw the snapper lurking in the shallows."
1671,clove,"{""noun_senses"": [""aromatic flower bud of a clove tree; yields a spice"", ""moderate sized very symmetrical red-flowered evergreen widely cultivated in the tropics for its flower buds which are source of cloves"", ""one of the small bulblets that can be split off of the axis of a larger garlic bulb"", ""spice from dried unopened flower bud of the clove tree; used whole or ground""]}",image.10231.jpg,1,"He prepared a clove for future cooking."
1680,bride,"{""noun_senses"": [""a woman who has recently been married"", ""Irish abbess; a patron saint of Ireland (453-523)"", ""a woman participant in her own marriage ceremony""]}",image.6517.jpg,3,"The bride walked with grace and purpose."
1682,forward,"{""noun_senses"": [""the person who plays the position of forward in certain games, such as basketball, soccer, or hockey"", ""a position on a basketball, soccer, or hockey team""]}",image.10150.jpg,1,"We watched forward closely during the game."
1686,confuse,"{""verb_senses"": [""mistake one thing for another"", ""be confusing or perplexing to; cause to be unable to think clearly"", ""cause to feel embarrassment"", ""assemble without order or sense"", ""make unclear, indistinct, or blurred""]}",image.1954.jpg,2,"The identical twins confuse the substitute teacher."
1692,communication,"{""noun_senses"": [""the activity of communicating; the activity of conveying information"", ""something that is communicated by or to or between people or groups"", ""a connection allowing access between persons or places""]}",image.11088.jpg,1,"The communication was disrupted by the storm."
1693,war,"{""noun_senses"": [""the waging of armed conflict against an enemy"", ""an active struggle between competing entities"", ""a concerted campaign to end something that is injurious""]}",image.8150.jpg,1,"The administration is fully committed to winning this war regardless of the cost."
1705,pompano,"{""noun_senses"": [""flesh of pompano; warm-water fatty fish"", ""any of several deep-bodied food fishes of western Atlantic and Gulf of Mexico""]}",image.6090.jpg,2,"The chef’s special included a subtle pompano flavor."
1710,retrain,"{""verb_senses"": [""teach new skills"", ""train again""]}",image.12390.jpg,1,"The company decided to retrain employees after the merger."
1715,ration,"{""verb_senses"": [""restrict the consumption of a relatively scarce commodity, as during war"", ""distribute in rations, as in the army""]}",image.9801.jpg,1,"After the storm, they decided to ration what arrived."
1718,tuner,"{""noun_senses"": [""someone who tunes pianos"", ""an electronic receiver that detects and demodulates and amplifies transmitted signals""]}",image.5134.jpg,2,"The tuner was excellent with the instrument."
1722,stamp,"{""noun_senses"": [""the distinctive form in which a thing is made"", ""a type or class"", ""a symbol that is the result of printing or engraving"", ""a small adhesive token stuck on a letter or package to indicate that that postal fees have been paid"", ""something that can be used as an official medium of payment"", ""a small piece of adhesive paper that is put on an object to show that a government tax has been paid"", ""machine consisting of a heavy bar that moves vertically for pounding or crushing ores"", ""a block or die used to imprint a mark or design"", ""a device incised to make an impression; used to secure a closing or to authenticate documents""]}",image.4522.jpg,4,"She carefully applied the stamp."
1723,screen,"{""verb_senses"": [""test or examine for the presence of disease or infection"", ""examine methodically"", ""examine in order to test suitability"", ""project onto a screen for viewing"", ""prevent from entering"", ""separate with a riddle, as grain from chaff"", ""protect, hide, or conceal from danger or harm""]}",image.3289.jpg,1,"The hospital began to screen potential donors for eligibility."
1724,prostration,"{""noun_senses"": [""an abrupt failure of function or complete physical exhaustion"", ""abject submission; the emotional equivalent of prostrating your body"", ""the act of assuming a prostrate position""]}",image.4045.jpg,3,"The diplomat entered the chamber and met the Emperor's unwavering stare in prostration."
1734,ecology,"{""noun_senses"": [""the environment as it relates to living organisms"", ""the branch of biology concerned with the relations between organisms and their environment""]}",image.5572.jpg,1,"Her passion for the ecology influenced her career choices."
1736,retraction,"{""noun_senses"": [""a disavowal or taking back of a previous assertion"", ""the act of pulling or holding or drawing a part back""]}",image.12362.jpg,2,"The lead researcher’s retraction was documented during the final phase of the study."
1737,stab,"{""verb_senses"": [""use a knife on"", ""stab or pierce"", ""poke or thrust abruptly""]}",image.1299.jpg,2,"He used the small tool to stab at the old leather."
1740,cookie,"{""noun_senses"": [""any of various small flat sweet cakes (`biscuit' is the British term)"", ""the cook on a ranch or at a camp"", ""a short line of text that a web site puts on your computer's hard drive when you access the web site""]}",image.5662.jpg,1,"She left a cookie for the visitor, hoping it would be remembered."
1742,promotion,"{""noun_senses"": [""a message issued in behalf of some product or cause or idea or person or institution"", ""act of raising in rank or position"", ""encouragement of the progress or growth or acceptance of something"", ""the advancement of some enterprise""]}",image.12473.jpg,2,"Despite the challenges, the promotion was a welcome change."
1743,fatality,"{""noun_senses"": [""a death resulting from an accident or a disaster"", ""the quality of being able to cause death or fatal disasters""]}",image.98.jpg,1,"The design flaw increased the fatality."
1748,pump,"{""noun_senses"": [""a mechanical device that moves fluid or gas by pressure or suction"", ""the hollow muscular organ located behind the sternum and between the lungs; its rhythmic contractions move the blood through the body"", ""a low-cut shoe without fastenings""]}",image.9950.jpg,1,"She realized the pump was much tighter than it had been the last time she used it."
1753,biscuit,"{""noun_senses"": [""small round bread leavened with baking-powder or soda"", ""any of various small flat sweet cakes (`biscuit' is the British term)""]}",image.1286.jpg,1,"She wanted a biscuit with her tea."
1755,knight,"{""noun_senses"": [""originally a person of noble birth trained to arms and chivalry; today in Great Britain a person honored by the sovereign for personal merit"", ""a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa)""]}",image.3671.jpg,1,"The knight moved strategically."
1760,asphalt,"{""noun_senses"": [""mixed asphalt and crushed gravel or sand; used especially for paving but also for roofing"", ""a dark bituminous substance found in natural beds and as residue from petroleum distillation; consists mainly of hydrocarbons""]}",image.11053.jpg,1,"They found asphalt in the old building."
1763,bully,"{""verb_senses"": [""be bossy towards"", ""discourage or frighten with threats or a domineering manner; intimidate""]}",image.3309.jpg,2,"She tried to bully a concession from him."
1767,strap,"{""noun_senses"": [""an elongated leather strip (or a strip of similar material) for binding things together or holding something in position"", ""hanger consisting of a loop of leather suspended from the ceiling of a bus or train; passengers hold onto it"", ""a band that goes over the shoulder and supports a garment or bag"", ""whip consisting of a strip of leather used in flogging""]}",image.4673.jpg,1,"He tightened the strap around the load before beginning the long journey."
1782,wad,"{""noun_senses"": [""a small mass of soft material"", ""(often followed by `of') a large number or amount or extent"", ""a wad of something chewable as tobacco""]}",image.3736.jpg,1,"The man pulled a thick wad from his pocket and set it on the bar."
1784,taenia,"{""noun_senses"": [""a narrow headband or strip of ribbon worn as a headband"", ""tapeworms parasitic in humans which uses the pig as its intermediate host""]}",image.4355.jpg,2,"Exposure to uncooked pork raised concerns about a possible taenia."
1793,rye,"{""noun_senses"": [""the seed of the cereal grass"", ""hardy annual cereal grass widely cultivated in northern Europe where its grain is the chief ingredient of black bread and in North America for forage and soil improvement"", ""whiskey distilled from rye or rye and malt""]}",image.12599.jpg,2,"The aroma of rye filled the kitchen."
1795,yen,"{""noun_senses"": [""a yearning for something or to do something"", ""the basic unit of money in Japan; equal to 100 sen""]}",image.2163.jpg,2,"All he had was a yen and a future."
1796,strike,"{""noun_senses"": [""a group's refusal to work in protest against low pay or bad work conditions"", ""an attack that is intended to seize or inflict damage on or destroy an objective"", ""a gentle blow"", ""a score in tenpins: knocking down all ten with the first ball"", ""(baseball) a pitch that the batter swings at and misses, or that the batter hits into foul territory, or that the batter does not swing at but the umpire judges to be in the area over home plate and between the batter's knees and shoulders"", ""a conspicuous success""]}",image.9852.jpg,5,"The captain was worried that the next strike would end their chances."
1803,goose,"{""noun_senses"": [""web-footed long-necked typically gregarious migratory aquatic birds usually larger and less aquatic than ducks"", ""a man who is a stupid incompetent fool"", ""flesh of a goose (domestic or wild)""]}",image.5799.jpg,1,"Seeing the goose in the garden surprised everyone."
1811,armilla,"{""noun_senses"": [""a celestial globe consisting of metal hoops; used by early astronomers to determine the positions of stars"", ""(archeology) a bracelet worn around the wrist or arm""]}",image.774.jpg,1,"The museum displayed the armilla as a symbol of ancient ingenuity."
1823,ruler,"{""noun_senses"": [""a person who rules or commands"", ""measuring stick consisting of a strip of wood or metal or plastic with a straight edge that is used for drawing straight lines and measuring lengths""]}",image.12591.jpg,2,"The new ruler was essential for the project."
1825,blusher,"{""noun_senses"": [""yellowish edible agaric that usually turns red when touched"", ""makeup consisting of a pink or red powder applied to the cheeks""]}",image.12059.jpg,1,"She was fascinated by how the blusher began to turn red the moment she touched it."
1831,vinegar,"{""noun_senses"": [""sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative"", ""dilute acetic acid""]}",image.7239.jpg,1,"The pickling solution has vinegar."
1832,iceman,"{""noun_senses"": [""someone who cuts and delivers ice"", ""a professional killer""]}",image.6440.jpg,1,"He contacted the iceman regarding the problem."
1839,dishwasher,"{""noun_senses"": [""a machine for washing dishes"", ""someone who washes dishes""]}",image.7516.jpg,1,"The restaurant really relies on its dishwasher."
1853,touch,"{""verb_senses"": [""make physical contact with, come in contact with"", ""perceive via the tactile sense"", ""affect emotionally"", ""be relevant to"", ""be in direct physical contact with; make contact"", ""have an effect upon"", ""deal with; usually used with a form of negation"", ""cause to be in brief contact with"", ""to extend as far as"", ""be equal to in quality or ability"", ""tamper with"", ""make a more or less disguised reference to"", ""comprehend"", ""consume"", ""color lightly""]}",image.1406.jpg,1,"The athlete was so fast that none of the other runners could touch him."
1868,ticking,"{""noun_senses"": [""a metallic tapping sound"", ""a strong fabric used for mattress and pillow covers""]}",image.12779.jpg,2,"The quality of the ticking was noticeable."
1870,shepherd,"{""noun_senses"": [""a clergyman who watches over a group of people"", ""a herder of sheep (on an open range); someone who keeps the sheep together in a flock""]}",image.5841.jpg,2,"Shepherd leads a wandering group."
1878,lizard,"{""noun_senses"": [""relatively long-bodied reptile with usually two pairs of legs and a tapering tail"", ""a man who idles about in the lounges of hotels and bars in search of women who would support him""]}",image.11199.jpg,1,"The lizard watched her from the shadows."
1879,end,"{""noun_senses"": [""either extremity of something that has length"", ""the point in time at which something ends"", ""the concluding parts of an event or occurrence"", ""the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it"", ""a final part or section"", ""a final state"", ""the surface at either extremity of a three-dimensional object"", ""(football) the person who plays at one end of the line of scrimmage"", ""a boundary marking the extremities of something"", ""one of two places from which people are communicating to each other"", ""the part you are expected to play"", ""the last section of a communication"", ""a piece of cloth that is left over after the rest has been used or sold"", ""(American football) a position on the line of scrimmage""]}",image.5160.jpg,3,"Reviewing the details helped understand the end."
1881,troll,"{""noun_senses"": [""(Scandanavian folklore) a supernatural creature (either a dwarf or a giant) that is supposed to live in caves or in the mountains"", ""a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time"", ""a fisherman's lure that is used in trolling"", ""angling by drawing a baited line through the water""]}",image.12269.jpg,1,"The travelers paused at the entrance of the cavern, startled by the sound of the troll."
1883,dish,"{""noun_senses"": [""a piece of dishware normally used as a container for holding or serving food"", ""a particular item of prepared food"", ""the quantity that a dish will hold"", ""a very attractive or seductive looking woman"", ""directional antenna consisting of a parabolic reflector for microwave or radio frequency radiation"", ""an activity that you like or at which you are superior""]}",image.11276.jpg,2,"He's known for his dish."
1886,knife,"{""noun_senses"": [""edge tool used as a cutting instrument; has a pointed blade with a sharp edge and a handle"", ""a weapon with a handle and blade with a sharp point"", ""any long thin projection that is transient""]}",image.7883.jpg,1,"The silver knife on the table was only visible when the door was cracked open."
1891,hive,"{""noun_senses"": [""a teeming multitude"", ""a man-made receptacle that houses a swarm of bees"", ""a structure that provides a natural habitation for bees; as in a hollow tree""]}",image.11587.jpg,2,"She returned to the hive after a long journey."
1894,thresh,"{""verb_senses"": [""move or stir about violently"", ""move like a flail; thresh about"", ""beat the seeds out of a grain"", ""give a thrashing to; beat hard""]}",image.1676.jpg,3,"She watched him thresh something on the ground."
1896,tickle,"{""verb_senses"": [""touch (a body part) lightly so as to excite the surface nerves and cause uneasiness, laughter, or spasmodic movements"", ""feel sudden intense sensation or emotion"", ""touch or stroke lightly""]}",image.9316.jpg,1,"The tall grass began to tickle his legs as he ran through the meadow."
1902,bamboo,"{""noun_senses"": [""the hard woody stems of bamboo plants; used in construction and crafts and fishing poles"", ""woody tropical grass having hollow woody stems; mature canes used for construction and furniture""]}",image.12859.jpg,1,"The renovation unexpectedly needed bamboo."
1904,haymaking,"{""noun_senses"": [""taking full advantage of an opportunity while it lasts"", ""cutting grass and curing it to make hay""]}",image.10492.jpg,2,"With the warm weather arriving, it felt like the right time for haymaking to secure something lasting."
1913,innocence,"{""noun_senses"": [""the quality of innocent naivete"", ""the state of being unsullied by sin or moral wrong; lacking a knowledge of evil"", ""a state or condition of being innocent of a specific crime or offense""]}",image.12888.jpg,2,"The weight of the world threatened her innocence."
1918,disgust,"{""verb_senses"": [""fill with distaste"", ""cause aversion in; offend the moral sense of""]}",image.2154.jpg,1,"The news disgust the public."
1936,relax,"{""verb_senses"": [""become less tense, rest, or take one's ease"", ""make less taut"", ""become loose or looser or less tight"", ""cause to feel relaxed"", ""become less tense, less formal, or less restrained, and assume a friendlier manner"", ""make less severe or strict"", ""become less severe or strict"", ""make less active or fast""]}",image.11821.jpg,1,"After the presentation, she decided to relax a little."
1939,bean,"{""noun_senses"": [""any of various edible seeds of plants of the family Leguminosae used for food"", ""any of various seeds or fruits that are beans or resemble beans"", ""any of various leguminous plants grown for their edible seeds and pods"", ""informal terms for a human head""]}",image.6701.jpg,1,"That farmer really knows his bean."
1948,interception,"{""noun_senses"": [""the act of intercepting; preventing something from proceeding or arriving"", ""(American football) the act of catching a football by a player on the opposing team""]}",image.4653.jpg,2,"The sudden interception altered the entire course of the operation."
1950,deliver,"{""verb_senses"": [""deliver (a speech, oration, or idea)"", ""bring to a destination, make a delivery"", ""to surrender someone or something to another"", ""free from harm or evil"", ""hand over to the authorities of another country"", ""pass down"", ""utter (an exclamation, noise, etc.)"", ""save from sins"", ""carry out or perform; ,"", ""relinquish possession or control over"", ""throw or hurl from the mound to the batter, as in baseball"", ""cause to be born""]}",image.6302.jpg,4,"They promised to deliver us from the storm."
1964,complaint,"{""noun_senses"": [""an often persistent bodily disorder or disease; a cause for complaining"", ""(formerly) a loud cry (or repeated cries) of pain or rage or sorrow"", ""an expression of grievance or resentment"", ""(civil law) the first pleading of the plaintiff setting out the facts on which the claim for relief is based"", ""(criminal law) a pleading describing some wrong or offense""]}",image.6553.jpg,3,"The serious complaint required immediate attention."
1966,experiment,"{""noun_senses"": [""the act of conducting a controlled test or investigation"", ""the testing of an idea"", ""a venture at something new or different""]}",image.12465.jpg,1,"The community garden’s approach to composting was an experiment."
1976,commune,"{""noun_senses"": [""the smallest administrative district of several European countries"", ""a body of people or families living together and sharing everything""]}",image.3312.jpg,2,"The council met to discuss the growing needs of the commune."
1977,overstep,"{""verb_senses"": [""pass beyond (limits or boundaries)"", ""be superior or better than some standard""]}",image.4776.jpg,1,"Her attempt to innovate felt like an overstep."
1983,citron,"{""noun_senses"": [""large lemonlike fruit with thick aromatic rind; usually preserved"", ""thorny evergreen small tree or shrub of India widely cultivated for its large lemonlike fruits that have thick warty rind""]}",image.411.jpg,1,"We noticed citron leaning on the old stone wall."
1990,desecrate,"{""verb_senses"": [""violate the sacred character of a place or language"", ""remove the consecration from a person or an object""]}",image.12096.jpg,1,"The new development will desecrate the ground where our ancestors rest."
