word_index,word,senses,gold_image,gold_sense,ambiguous_sentence,prompt,label
1550,forehead,"{""noun_senses"": [""the part of the face above the eyes"", ""the large cranial bone forming the front part of the cranium: includes the upper part of the orbits""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.11937.jpg,1,The forehead was damaged during the incident.,"Caption: A large, smooth forehead is visible, framed by dark, slightly messy hair and eyebrows. There are a few stray hairs along the hairline and subtle texture across the skin.
Word: forehead
Noun senses:
- the part of the face above the eyes
- the large cranial bone forming the front part of the cranium: includes the upper part of the orbits
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1558,gear,"{""noun_senses"": [""a toothed wheel that engages another toothed mechanism in order to change the speed or direction of transmitted motion"", ""wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed"", ""a mechanism for transmitting motion for some specific purpose (as the steering gear of a vehicle)"", ""equipment consisting of miscellaneous articles needed for a particular operation or sport etc.""], ""gold_pos"": ""noun"", ""verb_senses"": [""set the level or character of""]}",image.6061.jpg,2,Maintaining the smooth flow required careful attention to the gear.,"Caption: A complex arrangement of interconnected components demonstrates mechanical power transfer, with multiple levels of interlocking teeth working in unison. The structure is primarily blue and appears to be part of a larger, industrial-style installation, set against a backdrop of buildings and a clear sky. Various sizes and configurations of the toothed wheels are visible, suggesting a system designed for precise movement or lifting.
Word: gear
Noun senses:
- a toothed wheel that engages another toothed mechanism in order to change the speed or direction of transmitted motion
- wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed
- a mechanism for transmitting motion for some specific purpose (as the steering gear of a vehicle)
- equipment consisting of miscellaneous articles needed for a particular operation or sport etc.
Verb senses:
- set the level or character of
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1573,evaporate,"{""verb_senses"": [""lose or cause to lose liquid by vaporization leaving a more concentrated residue"", ""cause to change into a vapor"", ""change into a vapor"", ""become less intense and fade away gradually""], ""gold_pos"": ""verb"", ""noun_senses"": []}",image.5102.jpg,3,The scent of lavender seemed to evaporate with the setting sun.,"Caption: A blue container holds a substance that is causing a visible cloud to evaporate into the air, likely due to extremely cold temperatures. Several glass tubes extend down into the container, and condensation is forming on their surfaces as gases rise and dissipate.
Word: evaporate
Noun senses:

Verb senses:
- lose or cause to lose liquid by vaporization leaving a more concentrated residue
- cause to change into a vapor
- change into a vapor
- become less intense and fade away gradually
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1579,macadam,"{""noun_senses"": [""broken stone used in macadamized roadways"", ""a paved surface having compressed layers of broken rocks held together with tar""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.164.jpg,2,Replacement of the macadam improved traffic flow.,"Caption: A textured surface composed of crushed stone, tightly bound together, creating a durable and somewhat rough pavement. It appears to be a road or pathway constructed with small, angular rock fragments. The material is predominantly gray with hints of other colors within the aggregate.
Word: macadam
Noun senses:
- broken stone used in macadamized roadways
- a paved surface having compressed layers of broken rocks held together with tar
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1584,treacle,"{""noun_senses"": [""a pale cane syrup"", ""writing or music that is excessively sweet and sentimental""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6124.jpg,1,"The performance benefited from a generous use of treacle, but some critics found it excessive.","Caption: It appears to be a viscous, dark golden liquid, reminiscent of treacle, contained within a circular, reflective housing with a chrome rim. Light refracts through the substance, creating a bright spot at the bottom and a glossy sheen across its surface.
Word: treacle
Noun senses:
- a pale cane syrup
- writing or music that is excessively sweet and sentimental
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1593,packrat,"{""noun_senses"": [""a collector of miscellaneous useless objects"", ""any of several bushy-tailed rodents of the genus Neotoma of western North America; hoards food and other objects""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3433.jpg,2,Everyone was surprised by what the packrat had stored under the porch.,"Caption: A packrat forages amongst the grass and small stones, its long tail trailing behind as it investigates potential food items on the ground. It has small ears and a pointed nose, and appears to be gathering or caching materials, a behavior typical of the species.
Word: packrat
Noun senses:
- a collector of miscellaneous useless objects
- any of several bushy-tailed rodents of the genus Neotoma of western North America; hoards food and other objects
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1594,bronze,"{""verb_senses"": [""give the color and appearance of bronze to something"", ""get a tan, from wind or sun""], ""gold_pos"": ""verb"", ""noun_senses"": [""an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin"", ""a sculpture made of bronze""]}",image.12065.jpg,2,The skin bronze under the late afternoon light.,"Caption: Sunlight kisses skin, creating a warm, golden hue as someone relaxes on a summer day. A slight shimmer suggests a developing tan, and the overall scene evokes a feeling of warmth and leisure.
Word: bronze
Noun senses:
- an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin
- a sculpture made of bronze
Verb senses:
- give the color and appearance of bronze to something
- get a tan, from wind or sun
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1598,gastronomy,"{""noun_senses"": [""a particular style of cookery (as of a region)"", ""the art and practice of choosing and preparing and eating good food""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.12075.jpg,2,His appreciation of gastronomy was deeply rooted in his travels.,"Caption: A lavish display of French culinary delights is presented, showcasing a variety of cheeses, cured meats, pâtés, wines, and fresh produce. The composition emphasizes abundance and regional specialties, with labels indicating origins like Mont d'Or and Château Chalon. It’s a celebration of flavors and textures, arranged to evoke a sense of rustic elegance and traditional food culture. The inclusion of elements like honey, lemons, and herbs suggests careful pairing and preparation, highlighting the art of fine eating.
Word: gastronomy
Noun senses:
- a particular style of cookery (as of a region)
- the art and practice of choosing and preparing and eating good food
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1600,gargoyle,"{""noun_senses"": [""a spout that terminates in a grotesquely carved figure of a person or animal"", ""an ornament consisting of a grotesquely carved figure of a person or animal""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.12079.jpg,1,The preservationist spent the afternoon examining the stone gargoyle attached to the upper ledge of the chapel.,"Caption: A weathered gargoyle projects from a stone wall, its features softened by age and covered in patches of moss and lichen. The creature has exaggerated facial features – a prominent nose, closed eyes, and a downturned mouth – giving it a grotesque yet fascinating appearance. Its wings are folded close to its body, and it appears to be supporting a section of the building’s architecture with its sturdy form. The stone itself is textured and marked by the elements, blending the sculpture seamlessly into the surrounding structure.
Word: gargoyle
Noun senses:
- a spout that terminates in a grotesquely carved figure of a person or animal
- an ornament consisting of a grotesquely carved figure of a person or animal
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1601,worm,"{""noun_senses"": [""any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae"", ""a person who has a nasty or unethical character undeserving of respect"", ""a software program capable of reproducing itself that can spread from one computer to the next over a network"", ""screw thread on a gear with the teeth of a worm wheel or rack""], ""gold_pos"": ""noun"", ""verb_senses"": [""to move in a twisting or contorted motion, (especially when struggling)""]}",image.10702.jpg,1,A worm turned up unexpectedly during the renovation of the old garden.,"Caption: A segmented worm rests on a grainy surface, displaying a reddish hue with darker markings along its body. Its head is a striking black with a reflective sheen, and small bristles extend from its sides as it moves along. The body appears plump and cylindrical, showcasing a pattern of rings as it progresses towards the rear.
Word: worm
Noun senses:
- any of numerous relatively small elongated soft-bodied animals especially of the phyla Annelida and Chaetognatha and Nematoda and Nemertea and Platyhelminthes; also many insect larvae
- a person who has a nasty or unethical character undeserving of respect
- a software program capable of reproducing itself that can spread from one computer to the next over a network
- screw thread on a gear with the teeth of a worm wheel or rack
Verb senses:
- to move in a twisting or contorted motion, (especially when struggling)
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1605,confront,"{""verb_senses"": [""oppose, as in hostility or a competition"", ""deal with (something unpleasant) head on"", ""present somebody with something, usually to accuse or criticize"", ""be face to face with""], ""gold_pos"": ""verb"", ""noun_senses"": []}",image.3914.jpg,1,The leader will confront the issues during the summit.,"Caption: Two professional wrestlers stand face-to-face, locked in a tense moment of challenge within the wrestling ring. Their bodies are angled towards each other, expressions serious as they prepare for a physical exchange, suggesting a direct and heated challenge.
Word: confront
Noun senses:

Verb senses:
- oppose, as in hostility or a competition
- deal with (something unpleasant) head on
- present somebody with something, usually to accuse or criticize
- be face to face with
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1608,throstle,"{""noun_senses"": [""a spinning machine formerly used to twist and wind fibers of cotton or wool continuously"", ""common Old World thrush noted for its song""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3085.jpg,2,The steady rhythm of the throstle echoed through the valley as the day's labor commenced.,"Caption: A song throstle perches on a branch, its speckled breast and upward-facing beak visible against a backdrop of lush green foliage. It appears to be vocalizing, perhaps announcing its presence in the woodland habitat. The bird's plumage blends well with the dappled light filtering through the leaves.
Word: throstle
Noun senses:
- a spinning machine formerly used to twist and wind fibers of cotton or wool continuously
- common Old World thrush noted for its song
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1610,hardware,"{""noun_senses"": [""major items of military weaponry (as tanks or missile)"", ""instrumentalities (tools or implements) made of metal"", ""(computer science) the mechanical, magnetic, electronic, and electrical components making up a computer system""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.8435.jpg,3,Maintaining the hardware was critical to their operational capability.,"Caption: Visible within the computer case are numerous components, including a motherboard, graphics card, power supply, and cooling fan, all representing essential pieces of computer hardware. Wires connect these internal parts, showcasing the intricate network required for functionality, and drive bays are present for storage hardware installation.
Word: hardware
Noun senses:
- major items of military weaponry (as tanks or missile)
- instrumentalities (tools or implements) made of metal
- (computer science) the mechanical, magnetic, electronic, and electrical components making up a computer system
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1611,waders,"{""noun_senses"": [""waterproof hip boots (sometimes extending to the chest) worn by anglers"", ""any of many long-legged birds that wade in water in search of food""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.2975.jpg,1,We spotted waders in the distance.,"Caption: A person wearing waders stands on a rocky riverbank, holding a large fish caught in a net supported by a long pole. The individual is positioned near a body of water and a steep, rocky cliffside, suggesting a remote or rugged fishing location.
Word: waders
Noun senses:
- waterproof hip boots (sometimes extending to the chest) worn by anglers
- any of many long-legged birds that wade in water in search of food
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1613,escudo,"{""noun_senses"": [""formerly the basic monetary unit of Portugal; equal to 100 centavo"", ""the basic unit of money on Cape Verde; equal to 100 centavos""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.3661.jpg,2,"After years of living abroad, he still kept a small jar filled with the escudo to remember his home by the sea.","Caption: This bill depicts one thousand escudos, the former currency of Cape Verde, featuring a bird and intricate patterns alongside text indicating its value and origin from the Banco de Cabo Verde.
Word: escudo
Noun senses:
- formerly the basic monetary unit of Portugal; equal to 100 centavo
- the basic unit of money on Cape Verde; equal to 100 centavos
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1637,attack,"{""verb_senses"": [""launch an attack or assault on; begin hostilities or start warfare with"", ""attack in speech or writing"", ""take the initiative and go on the offensive"", ""attack someone physically or emotionally"", ""set to work upon; turn one's energies vigorously to a task"", ""begin to injure""], ""gold_pos"": ""verb"", ""noun_senses"": [""(military) an offensive against an enemy (using weapons)"", ""an offensive move in a sport or game"", ""intense adverse criticism"", ""ideas or actions intended to deal with a problem or situation"", ""the act of attacking"", ""a decisive manner of beginning a musical tone or phrase"", ""a sudden occurrence of an uncontrollable condition"", ""the onset of a corrosive or destructive process (as by a chemical agent)"", ""strong criticism""]}",image.7491.jpg,1,The leader instructed the group to attack the position.,"Caption: Players rapidly advance through a wooded area, weapons raised and aimed forward, suggesting a coordinated and forceful attack. Motion blur emphasizes the speed and intensity of the movement as they pursue an objective or engage opponents.
Word: attack
Noun senses:
- (military) an offensive against an enemy (using weapons)
- an offensive move in a sport or game
- intense adverse criticism
- ideas or actions intended to deal with a problem or situation
- the act of attacking
- a decisive manner of beginning a musical tone or phrase
- a sudden occurrence of an uncontrollable condition
- the onset of a corrosive or destructive process (as by a chemical agent)
- strong criticism
Verb senses:
- launch an attack or assault on; begin hostilities or start warfare with
- attack in speech or writing
- take the initiative and go on the offensive
- attack someone physically or emotionally
- set to work upon; turn one's energies vigorously to a task
- begin to injure
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1640,call,"{""noun_senses"": [""a telephone connection"", ""a special disposition (as if from a divine source) to pursue a particular course"", ""a loud utterance; often in protest or opposition"", ""a demand especially in the phrase"", ""the characteristic sound produced by a bird"", ""a brief social visit"", ""a demand by a broker that a customer deposit enough to bring his margin up to the minimum requirement"", ""a demand for a show of hands in a card game"", ""a request"", ""an instruction that interrupts the program being executed"", ""a visit in an official or professional capacity"", ""(sports) the decision made by an umpire or referee"", ""the option to buy a given stock (or stock index or commodity future) at a given price before a given date""], ""gold_pos"": ""noun"", ""verb_senses"": [""assign a specified (usually proper) proper name to"", ""ascribe a quality to or give a name of a common noun that reflects a quality"", ""get or try to get into communication (with someone) by telephone"", ""utter a sudden loud cry"", ""order, request, or command to come"", ""pay a brief visit"", ""call a meeting; invite or command to meet"", ""read aloud to check for omissions or absentees"", ""send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message"", ""utter a characteristic note or cry"", ""stop or postpone because of adverse conditions, such as bad weather"", ""greet, as with a prescribed form, title, or name"", ""make a stop in a harbour"", ""demand payment of (a loan)"", ""make a demand, as for a card or a suit or a show of hands"", ""give the calls (to the dancers) for a square dance"", ""indicate a decision in regard to"", ""make a prediction about; tell in advance"", ""require the presentation of for redemption before maturation"", ""challenge (somebody) to make good on a statement; charge with or censure for an offense"", ""declare in the capacity of an umpire or referee"", ""lure by imitating the characteristic call of an animal"", ""order or request or give a command for"", ""order, summon, or request for a specific duty or activity, work, role"", ""utter in a loud voice or announce"", ""challenge the sincerity or truthfulness of"", ""consider or regard as being"", ""rouse somebody from sleep with a call""]}",image.5660.jpg,5,"After a long silence, she heard a call, and knew she had to go.","Caption: A peacock vocalizes, its beak open in a distinct expression as if issuing a loud sound. The bird appears to be mid-utterance, with its throat extended and a small crest of feathers slightly ruffled above its eye.
Word: call
Noun senses:
- a telephone connection
- a special disposition (as if from a divine source) to pursue a particular course
- a loud utterance; often in protest or opposition
- a demand especially in the phrase
- the characteristic sound produced by a bird
- a brief social visit
- a demand by a broker that a customer deposit enough to bring his margin up to the minimum requirement
- a demand for a show of hands in a card game
- a request
- an instruction that interrupts the program being executed
- a visit in an official or professional capacity
- (sports) the decision made by an umpire or referee
- the option to buy a given stock (or stock index or commodity future) at a given price before a given date
Verb senses:
- assign a specified (usually proper) proper name to
- ascribe a quality to or give a name of a common noun that reflects a quality
- get or try to get into communication (with someone) by telephone
- utter a sudden loud cry
- order, request, or command to come
- pay a brief visit
- call a meeting; invite or command to meet
- read aloud to check for omissions or absentees
- send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message
- utter a characteristic note or cry
- stop or postpone because of adverse conditions, such as bad weather
- greet, as with a prescribed form, title, or name
- make a stop in a harbour
- demand payment of (a loan)
- make a demand, as for a card or a suit or a show of hands
- give the calls (to the dancers) for a square dance
- indicate a decision in regard to
- make a prediction about; tell in advance
- require the presentation of for redemption before maturation
- challenge (somebody) to make good on a statement; charge with or censure for an offense
- declare in the capacity of an umpire or referee
- lure by imitating the characteristic call of an animal
- order or request or give a command for
- order, summon, or request for a specific duty or activity, work, role
- utter in a loud voice or announce
- challenge the sincerity or truthfulness of
- consider or regard as being
- rouse somebody from sleep with a call
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1643,monitor,"{""noun_senses"": [""someone who supervises (an examination)"", ""someone who gives a warning so that a mistake can be avoided"", ""an ironclad vessel built by Federal forces to do battle with the Merrimac"", ""display produced by a device that takes signals and displays them on a television screen or a computer monitor"", ""electronic equipment that is used to check the quality or content of electronic transmissions"", ""a piece of electronic equipment that keeps track of the operation of a system continuously and warns of trouble"", ""any of various large tropical carnivorous lizards of Africa and Asia and Australia; fabled to warn of crocodiles""], ""gold_pos"": ""noun"", ""verb_senses"": [""keep tabs on; keep an eye on; keep under surveillance"", ""check, track, or observe by means of a receiver""]}",image.9548.jpg,4,"The data suggested from the monitor was concerning, and someone needed to address it immediately.","Caption: A beige monitor displays a boot screen for the 19th National Olympiad in Informatics, showing the year 2002 and a website address. The screen is pixelated and features the text ""NOI2002"" prominently. A sticker with Chinese characters is affixed to the top of the monitor, and a red seal is visible on the side. The device has a circular control knob and a keyboard is partially visible below.
Word: monitor
Noun senses:
- someone who supervises (an examination)
- someone who gives a warning so that a mistake can be avoided
- an ironclad vessel built by Federal forces to do battle with the Merrimac
- display produced by a device that takes signals and displays them on a television screen or a computer monitor
- electronic equipment that is used to check the quality or content of electronic transmissions
- a piece of electronic equipment that keeps track of the operation of a system continuously and warns of trouble
- any of various large tropical carnivorous lizards of Africa and Asia and Australia; fabled to warn of crocodiles
Verb senses:
- keep tabs on; keep an eye on; keep under surveillance
- check, track, or observe by means of a receiver
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1651,mist,"{""verb_senses"": [""become covered with mist"", ""make less visible or unclear"", ""spray finely or cover with mist""], ""gold_pos"": ""verb"", ""noun_senses"": [""a thin fog with condensation near the ground""]}",image.4364.jpg,1,The fields mist with the early fog.,"Caption: Rolling green hills are partially obscured by a delicate blanket of mist, creating layers of depth and a serene atmosphere. The fog settles in the valleys between the hills, highlighting the contours of the landscape and softening the distant mountains. Patches of mist drift across the fields, adding a sense of tranquility to the pastoral scene.
Word: mist
Noun senses:
- a thin fog with condensation near the ground
Verb senses:
- become covered with mist
- make less visible or unclear
- spray finely or cover with mist
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1656,blow,"{""verb_senses"": [""exhale hard"", ""be blowing or storming"", ""free of obstruction by blowing air through"", ""be in motion due to some air or water current"", ""make a sound as if blown"", ""shape by blowing"", ""make a mess of, destroy or ruin"", ""spend thoughtlessly; throw away"", ""spend lavishly or wastefully on"", ""sound by having air expelled through a tube"", ""play or sound a wind instrument"", ""provide sexual gratification through oral stimulation"", ""cause air to go in, on, or through"", ""cause to move by means of an air current"", ""spout moist air from the blowhole"", ""leave; informal or rude"", ""lay eggs"", ""cause to be revealed and jeopardized"", ""show off"", ""allow to regain its breath"", ""melt, break, or become otherwise unusable"", ""burst suddenly""], ""gold_pos"": ""verb"", ""noun_senses"": [""a powerful stroke with the fist or a weapon"", ""an impact (as from a collision)"", ""an unfortunate happening that hinders or impedes; something that is thwarting or frustrating"", ""an unpleasant or disappointing surprise"", ""a strong current of air"", ""street names for cocaine"", ""forceful exhalation through the nose or mouth""]}",image.5387.jpg,11,"she began to blow, and the room filled with a joyful energy.","Caption: A man is demonstrating how to produce a sound with a small instrument held in his mouth, using his hands to shape the airflow and direct the sound towards a microphone.
Word: blow
Noun senses:
- a powerful stroke with the fist or a weapon
- an impact (as from a collision)
- an unfortunate happening that hinders or impedes; something that is thwarting or frustrating
- an unpleasant or disappointing surprise
- a strong current of air
- street names for cocaine
- forceful exhalation through the nose or mouth
Verb senses:
- exhale hard
- be blowing or storming
- free of obstruction by blowing air through
- be in motion due to some air or water current
- make a sound as if blown
- shape by blowing
- make a mess of, destroy or ruin
- spend thoughtlessly; throw away
- spend lavishly or wastefully on
- sound by having air expelled through a tube
- play or sound a wind instrument
- provide sexual gratification through oral stimulation
- cause air to go in, on, or through
- cause to move by means of an air current
- spout moist air from the blowhole
- leave; informal or rude
- lay eggs
- cause to be revealed and jeopardized
- show off
- allow to regain its breath
- melt, break, or become otherwise unusable
- burst suddenly
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1658,spatula,"{""noun_senses"": [""a turner with a narrow flexible blade"", ""a hand tool with a thin flexible blade used to mix or spread soft substances""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.7271.jpg,2,She needed spatula to finish the project quickly.,"Caption: A cooking utensil with a dark head and a metal shaft extends across a white surface, featuring a green handle with a hole for hanging. The head is slotted with several parallel openings, designed for lifting and flipping food during cooking.
Word: spatula
Noun senses:
- a turner with a narrow flexible blade
- a hand tool with a thin flexible blade used to mix or spread soft substances
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1680,bride,"{""noun_senses"": [""a woman who has recently been married"", ""Irish abbess; a patron saint of Ireland (453-523)"", ""a woman participant in her own marriage ceremony""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6517.jpg,3,The bride walked with grace and purpose.,"Caption: A woman smiles while holding a bouquet of white roses, dressed in a white lace gown with a veil and delicate jewelry, appearing radiant on her wedding day.
Word: bride
Noun senses:
- a woman who has recently been married
- Irish abbess; a patron saint of Ireland (453-523)
- a woman participant in her own marriage ceremony
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1682,forward,"{""noun_senses"": [""the person who plays the position of forward in certain games, such as basketball, soccer, or hockey"", ""a position on a basketball, soccer, or hockey team""], ""gold_pos"": ""noun"", ""verb_senses"": [""send or ship onward from an intermediate post or station in transit""]}",image.10150.jpg,1,We watched forward closely during the game.,"Caption: A determined athlete sprints across a vibrant green field, focused on advancing play with powerful strides and a competitive gaze. He wears a white uniform emblazoned with a sponsor’s logo and the number seven, indicative of a key role in propelling his team towards the opponent’s goal.
Word: forward
Noun senses:
- the person who plays the position of forward in certain games, such as basketball, soccer, or hockey
- a position on a basketball, soccer, or hockey team
Verb senses:
- send or ship onward from an intermediate post or station in transit
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1686,confuse,"{""verb_senses"": [""mistake one thing for another"", ""be confusing or perplexing to; cause to be unable to think clearly"", ""cause to feel embarrassment"", ""assemble without order or sense"", ""make unclear, indistinct, or blurred""], ""gold_pos"": ""verb"", ""noun_senses"": []}",image.1954.jpg,2,The identical twins confuse the substitute teacher.,"Caption: A man with a perplexed expression points in opposite directions, seemingly unsure of which way to go or what to choose.
Word: confuse
Noun senses:

Verb senses:
- mistake one thing for another
- be confusing or perplexing to; cause to be unable to think clearly
- cause to feel embarrassment
- assemble without order or sense
- make unclear, indistinct, or blurred
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1692,communication,"{""noun_senses"": [""the activity of communicating; the activity of conveying information"", ""something that is communicated by or to or between people or groups"", ""a connection allowing access between persons or places""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.11088.jpg,1,The communication was disrupted by the storm.,"Caption: A woman gestures while speaking into a microphone, likely conveying information or a point of view during a public address or meeting. Her expression and hand movement suggest active engagement in the process of sharing ideas and connecting with an audience.
Word: communication
Noun senses:
- the activity of communicating; the activity of conveying information
- something that is communicated by or to or between people or groups
- a connection allowing access between persons or places
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1693,war,"{""noun_senses"": [""the waging of armed conflict against an enemy"", ""a legal state created by a declaration of war and ended by official declaration during which the international rules of war apply"", ""an active struggle between competing entities"", ""a concerted campaign to end something that is injurious""], ""gold_pos"": ""noun"", ""verb_senses"": [""make or wage war""]}",image.8150.jpg,1,The administration is fully committed to winning this war regardless of the cost.,"Caption: A chaotic scene unfolds with figures engaged in violent conflict, bodies strewn across the ground, and horses rearing amidst the fray. Buildings and a distant cityscape suggest a struggle for control of territory, while weaponry and the expressions of desperation on the faces of those involved clearly depict the brutality and upheaval of war. A wagon loaded with barrels is caught in the midst of the fighting, hinting at disrupted supply lines and the impact on civilian life.
Word: war
Noun senses:
- the waging of armed conflict against an enemy
- a legal state created by a declaration of war and ended by official declaration during which the international rules of war apply
- an active struggle between competing entities
- a concerted campaign to end something that is injurious
Verb senses:
- make or wage war
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1705,pompano,"{""noun_senses"": [""flesh of pompano; warm-water fatty fish"", ""any of several deep-bodied food fishes of western Atlantic and Gulf of Mexico""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.6090.jpg,2,The chef’s special included a subtle pompano flavor.,"Caption: A detailed illustration depicts a pompano, showcasing its streamlined body, forked tail, and distinctively shaped head. The drawing highlights the fish’s scales and fin structure, providing a scientific representation of the species *Trachynotus carolinus*. It was originally documented from a specimen collected at Wood’s Holl, Massachusetts in 1871.
Word: pompano
Noun senses:
- flesh of pompano; warm-water fatty fish
- any of several deep-bodied food fishes of western Atlantic and Gulf of Mexico
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
1715,ration,"{""verb_senses"": [""restrict the consumption of a relatively scarce commodity, as during war"", ""distribute in rations, as in the army""], ""gold_pos"": ""verb"", ""noun_senses"": [""the act of rationing""]}",image.9801.jpg,1,"After the storm, they decided to ration what arrived.","Caption: A person’s hands are shown carefully arranging coupons alongside packaged goods like tea, margarine, and butter, all indicative of limited availability during a time of controlled distribution of food and essential supplies. The background features official notices regarding egg weight, further emphasizing the strict regulations in place. The worn clothing and focused attention suggest a careful management of resources.
Word: ration
Noun senses:
- the act of rationing
Verb senses:
- restrict the consumption of a relatively scarce commodity, as during war
- distribute in rations, as in the army
---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",1
1718,tuner,"{""noun_senses"": [""someone who tunes pianos"", ""an electronic receiver that detects and demodulates and amplifies transmitted signals""], ""gold_pos"": ""noun"", ""verb_senses"": []}",image.5134.jpg,2,The tuner was excellent with the instrument.,"Caption: A portable radio with an extended antenna displays a frequency dial used for selecting stations, acting as a receiver and a means of adjusting to different wavelengths.
Word: tuner
Noun senses:
- someone who tunes pianos
- an electronic receiver that detects and demodulates and amplifies transmitted signals
Verb senses:

---
You are given a caption describing an image, along with a list of words and their noun and verb meanings. Based on all of this information, determine whether the word is used as a verb or a noun in the image.",0
