word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense
8580,clean,"At the gym, his clean was surprisingly smooth.","{""n"": [""a weightlift in which the barbell is lifted to shoulder height and then jerked overhead""], ""v"": [""make clean by removing dirt, filth, or unwanted substances from"", ""remove unwanted substances from, such as feathers or pits"", ""clean and tidy up the house"", ""clean one's body or parts thereof, as by washing"", ""be cleanable"", ""deprive wholly of money in a gambling game, robbery, etc."", ""remove all contents or possession from, or empty completely"", ""remove while making clean"", ""remove unwanted substances from"", ""remove shells or husks from""], ""a"": [""free from dirt or impurities; or having clean habits"", ""free of restrictions or qualifications"", ""(of sound or color) free from anything that dulls or dims"", ""free from impurities"", ""(of a record) having no marks of discredit or offense"", ""ritually clean or pure"", ""not spreading pollution or contamination; especially radioactive contamination"", ""(of behavior or especially language) free from objectionable elements; fit for all observers"", ""free from sepsis or infection"", ""morally pure"", ""(of a manuscript) having few alterations or corrections"", ""(of a surface) not written or printed on"", ""exhibiting or calling for sportsmanship or fair play"", ""without difficulties or problems"", ""thorough and without qualification"", ""not carrying concealed weapons"", ""free from clumsiness; precisely or deftly executed"", ""free of drugs""], ""r"": [""completely; used as intensifiers"", ""in conformity with the rules or laws and without fraud or cheating""]}",image.13446.jpg,n,1.0
8586,juniper,We planted a juniper near the driveway.,"{""n"": [""desert shrub of Syria and Arabia having small white flowers; constitutes the juniper of the Old Testament; sometimes placed in genus Genista"", ""coniferous shrub or small tree with berrylike cones""]}",image.8971.jpg,n,2.0
8603,ride,I ride to work every morning.,"{""n"": [""a journey in a vehicle (usually an automobile)"", ""a mechanical device that you ride for amusement or excitement""], ""v"": [""sit and travel on the back of animal, usually while controlling its motions"", ""be carried or travel on or in a vehicle"", ""continue undisturbed and without interference"", ""move like a floating object"", ""harass with persistent criticism or carping"", ""be sustained or supported or borne"", ""have certain properties when driven"", ""be contingent on"", ""lie moored or anchored"", ""sit on and control a vehicle"", ""climb up on the body"", ""ride over, along, or through"", ""keep partially engaged by slightly depressing a pedal with the foot"", ""copulate with""]}",image.8547.jpg,v,10.0
8653,play,"On Saturday afternoons, we play at the park.","{""n"": [""a dramatic work intended for performance by actors on a stage"", ""a theatrical performance of a drama"", ""a preset plan of action in team sports"", ""a deliberate coordinated movement requiring dexterity and skill"", ""a state in which action is feasible"", ""utilization or exercise"", ""an attempt to get something"", ""activity by children that is guided more by imagination than by fixed rules"", ""(in games or plays or other performances) the time during which play proceeds"", ""the removal of constraints"", ""a weak and tremulous light"", ""verbal wit or mockery (often at another's expense but not to be taken seriously)"", ""movement or space for movement"", ""gay or light-hearted recreational activity for diversion or amusement"", ""(game) the activity of doing something in an agreed succession"", ""the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)"", ""the act using a sword (or other weapon) vigorously and skillfully""], ""v"": [""participate in games or sport"", ""act or have an effect in a specified way or with a specific effect or outcome"", ""play on an instrument"", ""play a role or part"", ""be at play; be engaged in playful activity; amuse oneself in a way characteristic of children"", ""replay (as a melody)"", ""perform music on (a musical instrument)"", ""pretend to have certain qualities or state of mind"", ""move or seem to move quickly, lightly, or irregularly"", ""bet or wager (money)"", ""engage in recreational activities rather than work; occupy oneself in a diversion"", ""pretend to be somebody in the framework of a game or playful activity"", ""emit recorded sound"", ""perform on a certain location"", ""put (a card or piece) into play during a game, or act strategically as if in a card game"", ""engage in an activity as if it were a game rather than take it seriously"", ""behave in a certain way"", ""cause to emit recorded audio or video"", ""manipulate manually or in one's mind or imagination"", ""use to one's advantage"", ""consider not very seriously"", ""be received or accepted or interpreted in a specific way"", ""behave carelessly or indifferently"", ""cause to move or operate freely within a bounded space"", ""perform on a stage or theater"", ""be performed or presented for public viewing"", ""cause to happen or to occur as a consequence"", ""discharge or direct or be discharged or directed as if in a continuous stream"", ""make bets"", ""stake on the outcome of an issue"", ""shoot or hit in a particular manner"", ""use or move"", ""employ in a game or in a specific position"", ""contend against an opponent in a sport, game, or battle"", ""exhaust by allowing to pull on the line""]}",image.4246.jpg,v,1.0
8668,play,"At the party, she was asked to play for everyone.","{""n"": [""a dramatic work intended for performance by actors on a stage"", ""a theatrical performance of a drama"", ""a preset plan of action in team sports"", ""a deliberate coordinated movement requiring dexterity and skill"", ""a state in which action is feasible"", ""utilization or exercise"", ""an attempt to get something"", ""activity by children that is guided more by imagination than by fixed rules"", ""(in games or plays or other performances) the time during which play proceeds"", ""the removal of constraints"", ""a weak and tremulous light"", ""verbal wit or mockery (often at another's expense but not to be taken seriously)"", ""movement or space for movement"", ""gay or light-hearted recreational activity for diversion or amusement"", ""(game) the activity of doing something in an agreed succession"", ""the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)"", ""the act using a sword (or other weapon) vigorously and skillfully""], ""v"": [""participate in games or sport"", ""act or have an effect in a specified way or with a specific effect or outcome"", ""play on an instrument"", ""play a role or part"", ""be at play; be engaged in playful activity; amuse oneself in a way characteristic of children"", ""replay (as a melody)"", ""perform music on (a musical instrument)"", ""pretend to have certain qualities or state of mind"", ""move or seem to move quickly, lightly, or irregularly"", ""bet or wager (money)"", ""engage in recreational activities rather than work; occupy oneself in a diversion"", ""pretend to be somebody in the framework of a game or playful activity"", ""emit recorded sound"", ""perform on a certain location"", ""put (a card or piece) into play during a game, or act strategically as if in a card game"", ""engage in an activity as if it were a game rather than take it seriously"", ""behave in a certain way"", ""cause to emit recorded audio or video"", ""manipulate manually or in one's mind or imagination"", ""use to one's advantage"", ""consider not very seriously"", ""be received or accepted or interpreted in a specific way"", ""behave carelessly or indifferently"", ""cause to move or operate freely within a bounded space"", ""perform on a stage or theater"", ""be performed or presented for public viewing"", ""cause to happen or to occur as a consequence"", ""discharge or direct or be discharged or directed as if in a continuous stream"", ""make bets"", ""stake on the outcome of an issue"", ""shoot or hit in a particular manner"", ""use or move"", ""employ in a game or in a specific position"", ""contend against an opponent in a sport, game, or battle"", ""exhaust by allowing to pull on the line""]}",image.8495.jpg,v,7.0
8689,phoenix,I moved the phoenix closer to the window after the weather turned cold.,"{""n"": [""the state capital and largest city located in south central Arizona; situated in a former desert that has become a prosperous agricultural area thanks to irrigation"", ""a large monocotyledonous genus of pinnate-leaved palms found in Asia and Africa"", ""a legendary Arabian bird said to periodically burn itself to death and emerge from the ashes as a new phoenix; according to most versions only one phoenix lived at a time and it renewed itself every 500 years"", ""a constellation in the southern hemisphere near Tucana and Sculptor""]}",image.13849.jpg,n,2.0
8713,nelson,"After lunch, he tried a nelson on the mat.","{""n"": [""English admiral who defeated the French fleets of Napoleon but was mortally wounded at Trafalgar (1758-1805)"", ""any of several wrestling holds in which an arm is passed under the opponent's arm from behind and the hand exerts pressure on the back of the neck""]}",image.3020.jpg,n,2.0
8762,pasture,We needed fresh pasture for the horses.,"{""n"": [""a field covered with grass or herbage and suitable for grazing by livestock"", ""bulky food like grass or hay for browsing or grazing horses or cattle""], ""v"": [""let feed in a field or pasture or meadow"", ""feed as in a meadow or pasture""]}",image.2777.jpg,n,1.0
8782,shoot,"After dinner, he went outside to shoot.","{""n"": [""a new branch"", ""the act of shooting at targets""], ""v"": [""hit with a missile from a weapon"", ""kill by firing a missile"", ""fire a shot"", ""make a film or photograph of something"", ""send forth suddenly, intensely, swiftly"", ""run or move very quickly or hastily"", ""move quickly and violently"", ""throw or propel in a specific direction or towards a specific objective"", ""record on photographic film"", ""emit (as light, flame, or fumes) suddenly and forcefully"", ""cause a sharp and sudden pain in"", ""force or drive (a fluid or gas) into by piercing"", ""variegate by interweaving weft threads of different colors"", ""throw dice, as in a crap game"", ""spend frivolously and unwisely"", ""score"", ""utter fast and forcefully"", ""measure the altitude of by using a sextant"", ""produce buds, branches, or germinate"", ""give an injection to""]}",image.11229.jpg,v,3.0
8783,cast,"Over the weekend, she cast a small bronze bowl for the kitchen.","{""n"": [""the actors in a play"", ""container into which liquid is poured to create a given shape when it hardens"", ""the distinctive form in which a thing is made"", ""the visual appearance of something or someone"", ""bandage consisting of a firm covering (often made of plaster of Paris) that immobilizes broken bones while they heal"", ""object formed by a mold"", ""the act of throwing dice"", ""the act of throwing a fishing line out over the water by means of a rod and reel"", ""a violent throw""], ""v"": [""put or send forth"", ""deposit"", ""select to play,sing, or dance a part in a play, movie, musical, opera, or ballet"", ""throw forcefully"", ""assign the roles of (a movie or a play) to actors"", ""move about aimlessly or without any destination, often in search of food or employment"", ""form by pouring (e.g., wax or hot metal) into a cast or mold"", ""get rid of"", ""choose at random"", ""formulate in a particular style or language"", ""eject the contents of the stomach through the mouth""]}",image.297.jpg,v,7.0
8859,document,I put the document back in the drawer after the signing.,"{""n"": [""writing that provides information (especially information of an official nature)"", ""anything serving as a representation of a person's thinking by means of symbolic marks"", ""a written account of ownership or obligation"", ""(computer science) a computer file that contains text (and possibly formatting instructions) using seven-bit ASCII characters""], ""v"": [""record in detail"", ""support or supply with references""]}",image.6530.jpg,n,3.0
8910,lassitude,"By evening, a mild lassitude had settled over him after the long drive.","{""n"": [""a state of comatose torpor (as found in sleeping sickness)"", ""a feeling of lack of interest or energy"", ""weakness characterized by a lack of vitality or energy""]}",image.10135.jpg,n,3.0
8928,shower,The shower was too cold this morning.,"{""n"": [""a plumbing fixture that sprays water over you"", ""washing yourself by standing upright under water sprayed from a nozzle"", ""a brief period of precipitation"", ""a sudden downpour (as of tears or sparks etc) likened to a rain shower"", ""someone who organizes an exhibit for others to see"", ""a party of friends assembled to present gifts (usually of a specified kind) to a person""], ""v"": [""expend profusely; also used with abstract nouns"", ""spray or sprinkle with"", ""take a shower; wash one's body in the shower"", ""rain abundantly"", ""provide abundantly with""]}",image.15941.jpg,n,1.0
8961,pant,"After the run, he panted, ""okay.""","{""n"": [""the noise made by a short puff of steam (as from an engine)"", ""(usually in the plural) a garment extending from the waist to the knee or ankle, covering each leg separately"", ""a short labored intake of breath with the mouth open""], ""v"": [""breathe noisily, as when one is exhausted"", ""utter while panting, as if out of breath""]}",image.9295.jpg,v,1.0
8969,scavenge,"After the picnic, we scavenged the park for anything useful.","{""v"": [""clean refuse from"", ""collect discarded or refused material"", ""feed on carrion or refuse"", ""remove unwanted substances from""]}",image.4608.jpg,v,2.0
8975,habit,Her habit made her easy to recognize in the crowd.,"{""n"": [""an established custom"", ""(psychology) an automatic pattern of behavior in reaction to a specific situation; may be inherited or acquired through frequent repetition"", ""a distinctive attire worn by a member of a religious order"", ""the general form or mode of growth (especially of a plant or crystal)"", ""attire that is typically worn by a horseback rider (especially a woman's attire)"", ""excessive use of drugs""], ""v"": [""put a habit on""]}",image.11098.jpg,n,3.0
8993,freeze,"After a short freeze, the strawberries were easier to slice.","{""n"": [""the withdrawal of heat to change something from a liquid to a solid"", ""weather cold enough to cause freezing"", ""an interruption or temporary suspension of progress or movement"", ""fixing (of prices or wages etc) at a particular level""], ""v"": [""stop moving or become immobilized"", ""change to ice"", ""be cold"", ""cause to freeze"", ""stop a process or a habit by imposing a freeze on it"", ""be very cold, below the freezing point"", ""change from a liquid to a solid when cold"", ""prohibit the conversion or use of (assets)"", ""anesthetize by cold"", ""suddenly behave coldly and formally""]}",image.10672.jpg,n,1.0
9026,waratah,There was a waratah in the corner of the garden.,"{""n"": [""straggling shrub with narrow leaves and conspicuous red flowers in dense globular racemes"", ""tall shrub of eastern Australia having oblanceolate to obovate leaves and red flowers in compact racemes""]}",image.8220.jpg,n,2.0
9045,chain,There was a chain in the drawer.,"{""n"": [""a series of things depending on each other as if linked together"", ""(chemistry) a series of linked atoms (generally in an organic molecule)"", ""a series of (usually metal) rings or links fitted into one another to make a flexible ligament"", ""(business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership"", ""anything that acts as a restraint"", ""a unit of length"", ""British biochemist (born in Germany) who isolated and purified penicillin, which had been discovered in 1928 by Sir Alexander Fleming (1906-1979)"", ""a series of hills or mountains"", ""a linked or connected series of objects"", ""a necklace made by a stringing objects together""], ""v"": [""connect or arrange into a chain by linking"", ""fasten or secure with chains""]}",image.9435.jpg,n,3.0
9058,camp,We spent the weekend at a quiet camp by the lake.,"{""n"": [""temporary living quarters specially built by the army for soldiers"", ""a group of people living together in a camp"", ""temporary lodgings in the country for travelers or vacationers"", ""an exclusive circle of people with a common purpose"", ""a penal institution (often for forced labor)"", ""something that is considered amusing not because of its originality but because of its unoriginality"", ""shelter for persons displaced by war or political oppression or for religious beliefs"", ""a site where care and activities are provided for children during the summer months""], ""v"": [""live in or as if in a tent"", ""establish or set up a camp"", ""give an artificially banal or sexual quality to""], ""a"": [""providing sophisticated amusement by virtue of having artificially (and vulgarly) mannered or banal or sentimental qualities""]}",image.12772.jpg,n,3.0
9060,man-of-the-earth,"After the rain, I noticed a man-of-the-earth spreading along the fence in the garden.","{""n"": [""a morning glory with long roots of western United States"", ""tropical American prostrate or climbing herbaceous perennial having an enormous starchy root; sometimes held to be source of the sweet potato""]}",image.7332.jpg,n,1.0
9061,cuddle,"After the movie, they cuddled up on the couch with some popcorn.","{""n"": [""a close and affectionate (and often prolonged) embrace""], ""v"": [""move or arrange oneself in a comfortable and cozy position"", ""hold (a person or thing) close, as for affection, comfort, or warmth""]}",image.14527.jpg,v,1.0
9086,pose,She adjusted her pose before the shot.,"{""n"": [""affected manners intended to impress others"", ""a posture assumed by models for photographic or artistic purposes"", ""a deliberate pretense or exaggerated display""], ""v"": [""introduce"", ""assume a posture as for artistic purposes"", ""pretend to be someone you are not; sometimes with fraudulent intentions"", ""behave affectedly or unnaturally in order to impress others"", ""put into a certain place or abstract location"", ""be a mystery or bewildering to""]}",image.1366.jpg,n,2.0
9092,scream,"In the crowded café, she screamed the address to her friend across the room.","{""n"": [""sharp piercing cry"", ""a high-pitched noise resembling a human cry"", ""a joke that seems extremely funny""], ""v"": [""utter a sudden loud cry"", ""utter or declare in a very loud voice"", ""make a loud, piercing sound""]}",image.13141.jpg,v,2.0
9095,kelpie,The kelpie was waiting at the gate when I got home.,"{""n"": [""(Scottish folklore) water spirit in the form of a horse that likes to drown its riders"", ""an Australian sheepdog with pointed ears""]}",image.3965.jpg,n,2.0
9115,bubble,I noticed a bubble rising slowly in the water.,"{""n"": [""a hollow globule of gas (e.g., air or carbon dioxide)"", ""a speculative scheme that depends on unstable factors that the planner cannot control"", ""an impracticable and illusory idea"", ""a dome-shaped covering made of transparent glass or plastic""], ""v"": [""form, produce, or emit bubbles"", ""flow in an irregular current with a bubbling noise"", ""rise in bubbles or as if in bubbles"", ""cause to form bubbles"", ""expel gas from the stomach""]}",image.8580.jpg,n,1.0
9134,bottle,I left the bottle on the table.,"{""n"": [""a glass or plastic vessel used for storing drinks or other liquids; typically cylindrical without handles and with a narrow neck that can be plugged or capped"", ""the quantity contained in a bottle"", ""a vessel fitted with a flexible teat and filled with milk or formula; used as a substitute for breast feeding infants and very young children""], ""v"": [""store (liquids or gases) in bottles"", ""put into bottles""]}",image.9677.jpg,n,1.0
9148,blow,A cold blow came through the kitchen when I opened the back door.,"{""n"": [""a powerful stroke with the fist or a weapon"", ""an impact (as from a collision)"", ""an unfortunate happening that hinders or impedes; something that is thwarting or frustrating"", ""an unpleasant or disappointing surprise"", ""a strong current of air"", ""street names for cocaine"", ""forceful exhalation through the nose or mouth""], ""v"": [""exhale hard"", ""be blowing or storming"", ""free of obstruction by blowing air through"", ""be in motion due to some air or water current"", ""make a sound as if blown"", ""shape by blowing"", ""make a mess of, destroy or ruin"", ""spend thoughtlessly; throw away"", ""spend lavishly or wastefully on"", ""sound by having air expelled through a tube"", ""play or sound a wind instrument"", ""provide sexual gratification through oral stimulation"", ""cause air to go in, on, or through"", ""cause to move by means of an air current"", ""spout moist air from the blowhole"", ""leave; informal or rude"", ""lay eggs"", ""cause to be revealed and jeopardized"", ""show off"", ""allow to regain its breath"", ""melt, break, or become otherwise unusable"", ""burst suddenly""]}",image.1242.jpg,n,5.0
9180,blow,He asked around the party for blow.,"{""n"": [""a powerful stroke with the fist or a weapon"", ""an impact (as from a collision)"", ""an unfortunate happening that hinders or impedes; something that is thwarting or frustrating"", ""an unpleasant or disappointing surprise"", ""a strong current of air"", ""street names for cocaine"", ""forceful exhalation through the nose or mouth""], ""v"": [""exhale hard"", ""be blowing or storming"", ""free of obstruction by blowing air through"", ""be in motion due to some air or water current"", ""make a sound as if blown"", ""shape by blowing"", ""make a mess of, destroy or ruin"", ""spend thoughtlessly; throw away"", ""spend lavishly or wastefully on"", ""sound by having air expelled through a tube"", ""play or sound a wind instrument"", ""provide sexual gratification through oral stimulation"", ""cause air to go in, on, or through"", ""cause to move by means of an air current"", ""spout moist air from the blowhole"", ""leave; informal or rude"", ""lay eggs"", ""cause to be revealed and jeopardized"", ""show off"", ""allow to regain its breath"", ""melt, break, or become otherwise unusable"", ""burst suddenly""]}",image.6616.jpg,n,6.0
9183,drink,We usually drink when we get together on Fridays.,"{""n"": [""a single serving of a beverage"", ""the act of drinking alcoholic beverages to excess"", ""any liquid suitable for drinking"", ""any large deep body of water"", ""the act of swallowing""], ""v"": [""take in liquids"", ""consume alcohol"", ""propose a toast to"", ""be fascinated or spell-bound by; pay close attention to"", ""drink excessive amounts of alcohol; be an alcoholic""]}",image.4964.jpg,v,2.0
9209,blow,The open window let the breeze blow the curtains around the room.,"{""n"": [""a powerful stroke with the fist or a weapon"", ""an impact (as from a collision)"", ""an unfortunate happening that hinders or impedes; something that is thwarting or frustrating"", ""an unpleasant or disappointing surprise"", ""a strong current of air"", ""street names for cocaine"", ""forceful exhalation through the nose or mouth""], ""v"": [""exhale hard"", ""be blowing or storming"", ""free of obstruction by blowing air through"", ""be in motion due to some air or water current"", ""make a sound as if blown"", ""shape by blowing"", ""make a mess of, destroy or ruin"", ""spend thoughtlessly; throw away"", ""spend lavishly or wastefully on"", ""sound by having air expelled through a tube"", ""play or sound a wind instrument"", ""provide sexual gratification through oral stimulation"", ""cause air to go in, on, or through"", ""cause to move by means of an air current"", ""spout moist air from the blowhole"", ""leave; informal or rude"", ""lay eggs"", ""cause to be revealed and jeopardized"", ""show off"", ""allow to regain its breath"", ""melt, break, or become otherwise unusable"", ""burst suddenly""]}",image.12430.jpg,v,14.0
9214,pannier,The pannier made it hard to get through the doorway.,"{""n"": [""either of a pair of bags or boxes hung over the rear wheel of a vehicle (as a bicycle)"", ""a large basket (usually one of a pair) carried by a beast of burden or on by a person"", ""set of small hoops used to add fullness over the hips""]}",image.6805.jpg,n,3.0
9301,anklet,I found an anklet by the bed this morning.,"{""n"": [""a shoe for a child or woman that has a strap around the ankle"", ""a sock that reaches just above the ankle"", ""an ornament worn around the ankle""]}",image.10368.jpg,n,2.0
9367,strike,"Frustrated, he struck the table and then took a deep breath.","{""n"": [""a group's refusal to work in protest against low pay or bad work conditions"", ""an attack that is intended to seize or inflict damage on or destroy an objective"", ""a gentle blow"", ""a score in tenpins: knocking down all ten with the first ball"", ""(baseball) a pitch that the batter swings at and misses, or that the batter hits into foul territory, or that the batter does not swing at but the umpire judges to be in the area over home plate and between the batter's knees and shoulders"", ""a conspicuous success""], ""v"": [""deliver a sharp blow, as with the hand, fist, or weapon"", ""have an emotional or cognitive impact upon"", ""hit against; come into sudden contact with"", ""make a strategic, offensive, assault against an enemy, opponent, or a target"", ""indicate (a certain time) by striking"", ""affect or afflict suddenly, usually adversely"", ""stop work in order to press demands"", ""touch or seem as if touching visually or audibly"", ""attain"", ""produce by manipulating keys or strings of musical instruments, also metaphorically"", ""cause to form (an electric arc) between electrodes of an arc lamp"", ""find unexpectedly"", ""produce by ignition or a blow"", ""remove by erasing or crossing out or as if by drawing a line"", ""cause to experience suddenly"", ""drive something violently into a location"", ""occupy or take on"", ""form by stamping, punching, or printing"", ""smooth with a strickle"", ""pierce with force"", ""arrive at after reckoning, deliberating, and weighing""]}",image.256.jpg,v,1.0
9389,somali,The Somali in the next room was easy to understand.,"{""n"": [""a member of a tall dark (mostly Muslim) people inhabiting Somalia"", ""the Cushitic language spoken by the Somali""], ""a"": [""of or relating to the African republic of Somalia or its people or their language and culture""]}",image.727.jpg,n,1.0
9437,draw,She drew the chair along the floor to the table.,"{""n"": [""a gully that is shallower than a ravine"", ""an entertainer who attracts large audiences"", ""the finish of a contest in which the score is tied and the winner is undecided"", ""anything (straws or pebbles etc.) taken or chosen at random"", ""a playing card or cards dealt or taken from the pack"", ""a golf shot that curves to the left for a right-handed golfer"", ""(American football) the quarterback moves back as if to pass and then hands the ball to the fullback who is running toward the line of scrimmage"", ""poker in which a player can discard cards and receive substitutes from the dealer"", ""the act of drawing or hauling something""], ""v"": [""cause to move by pulling"", ""get or derive"", ""make a mark or lines on a surface"", ""make, formulate, or derive in the mind"", ""bring, take, or pull out of a container or from under a cover"", ""represent by making a drawing of, as with a pencil, chalk, etc. on a surface"", ""take liquid out of a container or well"", ""give a description of"", ""select or take in from a given group or region"", ""elicit responses, such as objections, criticism, applause, etc."", ""suck in or take (air)"", ""move or go steadily or gradually"", ""remove (a commodity) from (a supply source)"", ""choose at random"", ""earn or achieve a base by being walked by the pitcher"", ""bring or lead someone to a certain action or condition"", ""cause to flow"", ""write a legal document or paper"", ""engage in drawing"", ""move or pull so as to cover or uncover something"", ""allow a draft"", ""require a specified depth for floating"", ""pull (a person) apart with four horses tied to his extremities, so as to execute him"", ""cause to move in a certain direction by exerting a force upon, either physically or in an abstract sense"", ""take in, also metaphorically"", ""direct toward itself or oneself by means of some psychological power or physical attributes"", ""thread on or as if on a string"", ""stretch back a bowstring (on an archer's bow)"", ""pass over, across, or through"", ""finish a game with an equal number of points, goals, etc."", ""contract"", ""reduce the diameter of (a wire or metal rod) by pulling it through a die"", ""steep; pass through a strainer"", ""remove the entrails of"", ""flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching"", ""cause to localize at one point""]}",image.5946.jpg,v,1.0
9454,badger,A badger wandered through the garden at dusk.,"{""n"": [""a native or resident of Wisconsin"", ""sturdy carnivorous burrowing mammal with strong claws; widely distributed in the northern hemisphere""], ""v"": [""annoy persistently"", ""persuade through constant efforts""]}",image.10927.jpg,n,2.0
9504,groom,"Before leaving, she took a few minutes to groom.","{""n"": [""a man participant in his own marriage ceremony"", ""someone employed in a stable to take care of the horses"", ""a man who has recently been married""], ""v"": [""educate for a future role or function"", ""give a neat appearance to"", ""care for one's external appearance""]}",image.8960.jpg,v,3.0
9510,sand,I need to sand the bookshelf before I paint it.,"{""n"": [""a loose material consisting of grains of rock or coral"", ""French writer known for works concerning women's rights and independence (1804-1876)"", ""fortitude and determination""], ""v"": [""rub with sandpaper""]}",image.8370.jpg,v,1.0
9526,knight,I couldn't find the knight in the box.,"{""n"": [""originally a person of noble birth trained to arms and chivalry; today in Great Britain a person honored by the sovereign for personal merit"", ""a chessman shaped to resemble the head of a horse; can move two squares horizontally and one vertically (or vice versa)""], ""v"": [""raise (someone) to knighthood""]}",image.11027.jpg,n,2.0
9527,camper,The camper needed a little cleaning after the trip.,"{""n"": [""someone living temporarily in a tent or lodge for recreation"", ""a recreational vehicle equipped for camping out while traveling""]}",image.8494.jpg,n,2.0
9590,suicide,The report mentioned a suicide downtown last night.,"{""n"": [""the act of killing yourself"", ""a person who kills himself intentionally""]}",image.8627.jpg,n,1.0
9648,magnolia,I bought a magnolia at the market for the front porch.,"{""n"": [""dried bark of various magnolias; used in folk medicine"", ""any shrub or tree of the genus Magnolia; valued for their longevity and exquisite fragrant blooms""]}",image.3678.jpg,n,2.0
9675,drink,There was enough drink in the cooler for everyone.,"{""n"": [""a single serving of a beverage"", ""the act of drinking alcoholic beverages to excess"", ""any liquid suitable for drinking"", ""any large deep body of water"", ""the act of swallowing""], ""v"": [""take in liquids"", ""consume alcohol"", ""propose a toast to"", ""be fascinated or spell-bound by; pay close attention to"", ""drink excessive amounts of alcohol; be an alcoholic""]}",image.7365.jpg,n,3.0
9776,model,The model was already waiting in the lobby when we got there.,"{""n"": [""a hypothetical description of a complex entity or process"", ""a type of product"", ""a person who poses for a photographer or painter or sculptor"", ""representation of something (sometimes on a smaller scale)"", ""something to be imitated"", ""someone worthy of imitation"", ""a representative form or pattern"", ""a woman who wears clothes to display fashions"", ""the act of representing something (usually on a smaller scale)""], ""v"": [""plan or create according to a model or models"", ""form in clay, wax, etc"", ""assume a posture as for artistic purposes"", ""display (clothes) as a mannequin"", ""create a representation or model of"", ""construct a model of""], ""a"": [""worthy of imitation""]}",image.3608.jpg,n,3.0
9840,jigsaw,"After lunch, she asked me to bring the jigsaw from the garage.","{""n"": [""a portable power saw with a reciprocating blade; can be used with a variety of blades depending on the application and kind of cut; generally have a plate that rides on the surface that is being cut"", ""fine-toothed power saw with a narrow blade; used to cut curved outlines""]}",image.6473.jpg,n,2.0
9864,team,The team was ready to go.,"{""n"": [""a cooperative unit (especially in sports)"", ""two or more draft animals that work together to pull something""], ""v"": [""form a team""]}",image.2563.jpg,n,1.0
9912,explain,The broken elevator explains the long wait in the lobby.,"{""v"": [""make plain and comprehensible"", ""define"", ""serve as a reason or cause or justification of""]}",image.8665.jpg,v,3.0
10093,ribes,We trimmed the ribes near the porch before the rain started.,"{""n"": [""a flowering shrub bearing currants or gooseberries; native to northern hemisphere""], ""v"": [""form vertical ribs by knitting"", ""subject to laughter or ridicule""]}",image.8624.jpg,n,1.0
10094,wave,"From the doorway, she waved before turning away.","{""n"": [""one of a series of ridges that moves across the surface of a liquid (especially across a large body of water)"", ""a movement like that of a sudden occurrence or increase in a specified phenomenon"", ""(physics) a movement up and down or back and forth"", ""something that rises rapidly"", ""the act of signaling by a movement of the hand"", ""a hairdo that creates undulations in the hair"", ""an undulating curve"", ""a persistent and widespread unusual weather condition (especially of unusual temperatures)"", ""a member of the women's reserve of the United States Navy; originally organized during World War II but now no longer a separate branch""], ""v"": [""signal with the hands or nod"", ""move or swing back and forth"", ""move in a wavy pattern or with a rising and falling motion"", ""twist or roll into coils or ringlets"", ""set waves in""]}",image.10210.jpg,v,1.0
10146,eat,"Over time, damp air can eat away at the window frames.","{""v"": [""take in solid food"", ""eat a meal; take a meal"", ""take in food; used of animals only"", ""worry or cause anxiety in a persistent way"", ""use up (resources or materials)"", ""cause to deteriorate due to the action of water, air, or an acid""]}",image.13337.jpg,v,6.0
10158,yeast,I noticed yeast growing in the old jar.,"{""n"": [""a commercial leavening agent containing yeast cells; used to raise the dough in making bread and for fermenting beer or whiskey"", ""any of various single-celled fungi that reproduce asexually by budding or division""]}",image.12377.jpg,n,2.0
10375,bronze,I stored the bronze in the shed until I needed it.,"{""n"": [""an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin"", ""a sculpture made of bronze""], ""v"": [""give the color and appearance of bronze to something"", ""get a tan, from wind or sun""], ""a"": [""of the color of bronze"", ""made from or consisting of bronze""]}",image.11888.jpg,n,1.0
10405,rook,There was a rook on the table.,"{""n"": [""(chess) the piece that can move any number of unoccupied squares in a direction parallel to the sides of the chessboard"", ""common gregarious Old World bird about the size and color of the American crow""], ""v"": [""deprive of by deceit""]}",image.5785.jpg,n,2.0
10432,communicate,We communicated after the meeting.,"{""v"": [""transmit information"", ""transmit thoughts or feelings"", ""transfer to another"", ""join or connect"", ""be in verbal contact; interchange information or ideas"", ""administer Communion; in church"", ""receive Communion, in the Catholic church""]}",image.6652.jpg,v,5.0
10445,exercise,I like to exercise after dinner when the day is quiet.,"{""n"": [""the activity of exerting your muscles in various ways to keep fit"", ""the act of using"", ""systematic training by multiple repetitions"", ""a task performed or problem solved in order to develop skill or understanding"", ""(usually plural) a ceremony that involves processions and speeches""], ""v"": [""put to use"", ""carry out or practice; as of jobs and professions"", ""give a workout to"", ""do physical exercise"", ""learn by repetition""]}",image.25.jpg,v,4.0
